fips,PST045213,PST040210,PST120213,POP010210,AGE135213,AGE295213,AGE775213,SEX255213,RHI125213,RHI225213,RHI325213,RHI425213,RHI525213,RHI625213,RHI725213,RHI825213,POP715213,POP645213,POP815213,EDU635213,EDU685213,VET605213,LFE305213,HSG010213,HSG445213,HSG096213,HSG495213,HSD410213,HSD310213,INC910213,INC110213,PVY020213,BZA010212,BZA110212,BZA115212,NES010212,SBO001207,SBO315207,SBO115207,SBO215207,SBO515207,SBO415207,SBO015207,MAN450207,WTN220207,RTN130207,RTN131207,AFN120207,BPS030212,LND110210,POP060210
25009,762550,743167,2.6,743159,5.7,22.2,15.2,51.8,87.2,6.0,0.8,3.6,0.1,2.2,18.0,74.2,87.7,14.9,24.0,89.0,36.6,43065,28.0,306814,63.4,43.1,349400,286008,2.56,35167,67311,11.2,18115,274147,2.4,56528,68102,3.6,0.3,2.7,0.0,5.9,29.7,17488661,12405726,9822136,13399,1301497,1169,492.56,1508.8
25011,71221,71372,-0.2,71372,4.6,18.6,17.4,51.1,94.7,1.4,0.4,1.5,0.1,2.0,3.6,91.8,86.6,4.2,5.9,92.0,34.0,5542,24.5,33580,68.5,28.4,219500,30534,2.29,29259,53663,12.1,1603,19425,-2.5,6103,7193,0.0,0.0,0.0,0.0,0.0,31.2,1164378,460103,691013,9628,80305,52,699.32,102.1
25013,467319,463490,0.8,463490,5.9,22.7,15.0,51.8,83.8,10.6,0.7,2.3,0.2,2.4,22.6,65.8,87.2,9.3,25.1,83.7,24.5,32603,22.7,191464,61.8,39.1,197900,177990,2.53,25817,49094,17.7,9683,164298,0.5,23337,31456,4.6,0.0,3.0,0.0,4.8,28.5,6001102,4991824,5668671,12119,661740,330,617.14,751.0
25015,159596,158080,1.0,158080,3.6,15.7,14.2,53.3,89.4,2.9,0.3,5.0,0.1,2.3,5.1,85.3,82.6,8.2,9.8,93.3,42.3,10038,23.3,62680,67.0,32.6,262600,58828,2.31,29460,61227,13.0,3510,56979,2.8,12687,15970,1.9,0.0,3.4,0.0,0.0,32.7,1098826,2021848,1546067,9962,225453,179,527.26,299.8
25017,1552802,1503091,3.3,1503085,5.6,20.7,13.8,51.2,81.7,5.4,0.3,10.5,0.1,2.1,7.3,75.5,86.0,19.3,25.0,92.1,50.7,74275,28.4,614474,62.7,44.5,398200,581120,2.52,42861,82090,8.1,42453,813413,1.3,124404,154765,2.7,0.3,6.2,0.1,2.8,31.1,22482647,32873334,19661130,13325,3250213,2928,817.82,1837.9
25019,10399,10172,2.2,10172,6.1,20.2,13.6,48.6,88.9,7.9,0.2,1.4,0.0,1.7,11.3,78.4,90.0,16.6,13.0,94.0,44.0,510,12.1,11715,65.8,10.4,929700,4069,2.40,47331,85478,10.4,921,3948,10.9,2215,3017,0.0,0.0,0.0,0.0,0.0,24.3,0,39771,342825,30997,88915,58,44.97,226.2
25021,687802,670726,2.5,670850,5.4,21.9,15.4,52.1,81.7,6.7,0.2,9.7,0.0,1.7,3.8,78.7,88.7,15.5,19.0,93.7,49.2,38108,31.5,271904,69.3,37.2,391100,257451,2.56,44692,84916,6.6,19378,321562,2.9,53228,68025,2.9,0.3,6.2,0.0,1.5,30.0,10340798,12398878,11241440,17133,1294000,1031,396.11,1693.6
25023,501915,494921,1.4,494919,5.3,22.9,15.8,51.4,86.8,9.6,0.3,1.4,0.1,1.7,3.5,84.2,90.3,8.0,11.5,92.1,33.5,35024,32.4,201131,77.1,22.7,332100,179617,2.70,35220,75092,7.6,11838,151389,2.4,35082,45079,2.8,0.0,2.2,0.0,1.1,29.2,2577234,5253568,6615087,13463,794552,873,659.08,750.9
25025,755503,722135,4.6,722023,5.7,17.3,10.9,51.6,63.0,24.5,0.8,8.7,0.2,2.9,21.3,47.5,79.0,27.4,37.4,83.9,40.4,23808,29.0,315379,35.5,80.5,358700,288240,2.39,32835,53540,20.8,19827,586037,6.4,48049,55613,11.0,0.7,7.8,0.1,8.3,29.5,3703400,8914822,7565785,10381,3795879,1965,58.15,12415.7
25027,809106,798548,1.3,798552,5.6,22.2,13.8,50.7,88.0,5.1,0.4,4.5,0.1,1.9,10.1,79.6,88.0,11.3,18.2,89.4,33.8,53990,27.9,327512,65.7,36.7,259200,299663,2.59,31537,65223,11.2,17646,279167,3.3,49581,64114,2.4,0.0,3.8,0.0,2.8,28.2,10706055,6913732,10057154,12634,1150731,1125,1510.77,528.6
26000,9895622,9883701,0.1,9883640,5.8,22.7,15.0,50.9,80.1,14.3,0.7,2.7,0.0,2.2,4.7,76.1,85.3,6.1,9.1,88.9,25.9,672213,24.0,4525141,72.1,17.9,121700,3823280,2.53,25681,48411,16.8,217440,3468089,2.6,687629,816972,8.9,0.7,2.6,0.1,1.3,30.4,234455768,107109349,109102594,10855,14536648,11692,56538.90,174.8
26001,10578,10942,-3.3,10942,3.0,13.5,34.2,49.8,97.7,0.3,0.8,0.3,0.0,1.0,1.4,96.4,89.8,1.7,2.3,86.9,13.0,1702,21.7,10993,89.8,1.0,102800,4863,2.19,22719,37189,15.1,193,1080,0.7,725,935,0.0,0.0,0.0,0.0,0.0,20.4,0,0,55317,4848,4236,20,674.59,16.2
26003,9522,9601,-0.8,9601,3.3,15.5,22.9,45.2,85.8,6.7,4.0,0.5,0.0,3.0,1.3,84.9,82.8,1.4,3.2,89.4,17.1,1100,21.1,6576,84.9,5.4,117100,3607,2.34,19717,37586,14.8,236,1667,-2.9,557,550,0.0,0.0,0.0,0.0,0.0,0.0,193878,0,54386,5636,14239,22,915.07,10.5
26005,112531,111408,1.0,111408,6.2,25.1,14.7,50.1,95.3,1.4,0.7,0.8,0.0,1.7,7.0,89.0,87.6,3.2,5.7,90.0,20.2,7700,24.4,49384,81.9,9.3,140200,41794,2.64,24140,52061,13.5,2221,32994,1.9,7847,10312,0.0,0.0,0.3,0.0,1.4,25.6,4240717,506692,881344,7805,118800,205,825.23,135.0
26007,29091,29598,-1.7,29598,4.7,19.6,21.0,50.7,97.3,0.4,0.5,0.6,0.1,1.2,1.3,96.1,86.7,1.4,3.4,88.0,16.0,2800,16.4,15918,77.6,11.3,96400,12899,2.24,21948,38016,17.3,793,9505,-1.0,1930,2468,0.0,0.0,0.0,0.0,0.0,27.5,587361,0,416778,14018,32160,22,571.86,51.8
26009,23370,23580,-0.9,23580,4.5,19.5,24.7,50.2,96.9,0.3,1.1,0.3,0.0,1.4,1.9,95.2,91.0,2.0,2.9,90.7,23.8,2378,24.5,17769,85.0,6.9,141300,9731,2.39,24370,45362,15.4,553,3594,1.8,2053,2720,0.0,0.0,0.0,0.0,0.0,26.9,193641,0,156734,6480,35232,51,475.70,49.6
26011,15487,15899,-2.6,15899,4.3,18.8,21.9,49.5,96.6,0.4,1.3,0.3,0.1,1.4,1.9,95.0,89.9,0.7,2.2,84.3,11.4,1519,27.1,9704,83.8,4.8,90200,6363,2.39,20039,38874,18.1,332,3180,7.4,939,1263,0.0,0.0,0.0,0.0,0.0,28.2,126555,0,118751,7144,15617,17,363.19,43.8
26013,8695,8860,-1.9,8860,4.4,19.1,18.5,45.2,74.1,7.5,13.6,0.3,0.0,4.5,1.3,73.5,89.6,2.5,5.1,82.0,12.0,835,16.3,5231,79.3,9.2,84000,3234,2.07,17701,41189,13.2,195,1750,0.5,377,819,0.0,12.6,0.0,0.0,0.0,0.0,0,4594,67726,7801,5641,13,898.26,9.9
26015,59097,59175,-0.1,59173,5.3,23.1,16.5,49.7,97.2,0.5,0.5,0.5,0.0,1.3,2.5,94.9,89.5,1.3,2.4,91.1,17.7,4802,26.8,26945,83.5,7.1,133900,22610,2.59,25059,52186,11.7,880,9213,-0.6,3612,3906,0.0,0.0,0.0,0.0,0.0,29.7,977390,72312,276150,4676,32312,86,553.09,107.0
26017,106832,107771,-0.9,107771,5.3,21.3,17.8,50.8,95.0,1.7,0.6,0.6,0.0,2.0,4.9,90.7,86.7,1.4,3.4,89.0,18.2,8948,20.9,47911,78.1,14.7,93800,44127,2.40,23799,45376,14.7,2262,31352,3.9,5618,7382,0.0,1.5,0.6,0.0,1.9,30.0,1107212,0,1301043,12117,134694,95,442.30,243.7
26019,17428,17525,-0.6,17525,4.1,19.3,23.5,50.4,96.1,0.6,1.6,0.3,0.0,1.4,2.2,94.1,90.0,1.6,4.4,90.3,24.9,1955,25.2,12230,83.9,4.5,149700,7682,2.23,24831,47366,13.3,441,3038,31.9,1689,1918,0.0,0.0,0.0,0.0,0.0,24.6,0,3469,131310,7488,44171,54,319.70,54.8
26021,155252,156813,-1.0,156813,6.2,22.7,17.4,51.2,79.8,15.4,0.6,1.8,0.1,2.3,5.0,75.6,87.1,5.6,7.8,87.4,24.2,11674,19.8,76524,72.1,17.6,129300,60414,2.51,24013,43633,17.5,3639,52351,2.5,9891,13864,8.9,0.0,1.7,0.0,1.2,28.7,2298338,689088,1622828,10150,219492,151,567.75,276.2
26023,43649,45248,-3.5,45248,6.3,23.8,16.2,48.3,95.3,2.1,0.5,0.6,0.0,1.5,4.3,91.4,87.8,2.6,8.1,86.4,13.4,3137,24.8,20568,78.0,9.0,98000,15862,2.64,19947,41856,18.7,805,10898,2.5,2497,3288,0.0,0.0,0.0,0.0,0.0,18.9,1061117,0,396895,8581,44710,2,506.37,89.4
26025,135012,136148,-0.8,136146,6.0,23.3,15.9,51.2,83.2,11.1,0.7,1.9,0.1,3.1,4.7,79.3,84.5,3.6,6.1,88.8,19.5,11349,20.0,60561,69.7,19.4,98300,53428,2.47,22978,42110,17.8,2618,47967,0.9,6640,9618,0.0,0.0,1.6,0.0,0.0,30.5,4953967,0,1571317,11496,181995,137,706.23,192.8
26027,51910,52286,-0.7,52293,5.1,21.9,18.6,50.0,89.8,5.4,1.1,0.8,0.0,2.9,3.2,87.0,91.6,2.0,4.5,87.2,16.2,4669,25.6,25783,83.6,5.0,124800,19663,2.63,22743,44346,14.5,743,6989,-0.5,3087,4140,3.3,0.0,0.0,0.0,1.5,0.0,711270,0,183403,3623,27133,60,490.06,106.7
26029,26129,25949,0.7,25949,4.8,20.7,20.8,50.5,95.7,0.4,1.7,0.4,0.0,1.8,1.6,94.5,89.1,2.4,3.5,91.6,27.0,2356,18.8,17287,81.6,11.7,151400,10667,2.41,26947,45949,13.3,800,7444,3.3,2536,3623,0.0,0.7,0.0,0.0,0.0,28.1,698616,8387,221210,8437,60229,64,416.34,62.3
26031,25726,26150,-1.6,26152,4.1,18.4,23.9,50.1,93.2,0.6,3.1,0.4,0.0,2.7,1.2,92.3,87.7,1.0,2.1,87.8,16.3,2719,26.4,18212,81.1,4.8,112500,11477,2.24,23412,38410,17.8,759,4657,3.6,1968,2810,0.0,4.2,0.0,0.0,0.0,30.2,0,0,316945,11806,45986,35,715.26,36.6
26033,38696,38520,0.5,38520,5.0,19.4,15.8,44.8,72.0,6.8,15.4,0.8,0.0,4.9,1.6,70.9,82.0,2.8,5.1,89.8,18.5,3760,16.2,21135,70.3,11.5,101600,14605,2.33,20589,41637,17.7,798,8792,5.3,2008,2932,0.0,4.9,0.0,0.0,0.0,23.2,0,0,369455,9521,189886,39,1558.42,24.7
26035,30569,30926,-1.2,30926,5.6,20.1,21.3,50.1,96.8,0.6,0.7,0.3,0.0,1.5,1.8,95.2,87.1,1.0,3.9,83.9,11.1,3196,26.1,23060,80.4,4.7,80000,13215,2.29,18148,32668,26.5,524,5320,-2.8,1808,1926,0.0,0.0,0.0,0.0,0.0,22.9,192498,0,246126,8021,28898,36,564.32,54.8
26037,76739,75382,1.8,75382,5.3,23.3,14.8,50.6,94.2,1.9,0.5,1.5,0.1,1.8,4.3,90.4,88.1,2.9,4.6,92.9,28.2,4812,23.0,30657,80.8,13.1,156300,28534,2.63,28449,60466,11.1,1284,15510,0.1,5090,6314,0.0,0.0,0.0,0.0,1.0,28.1,609277,562056,631864,9061,50774,113,566.41,133.1
26039,13904,14074,-1.2,14074,4.2,18.8,23.2,49.6,97.0,0.7,0.7,0.4,0.0,1.2,1.6,95.6,83.6,1.7,1.6,85.4,15.2,1611,21.2,11047,82.1,3.7,96400,5781,2.37,21492,40295,16.8,300,3144,0.9,822,1223,0.0,0.0,0.0,0.0,0.0,0.0,152551,0,216830,14942,19605,22,556.28,25.3
26041,36905,37069,-0.4,37069,5.3,20.4,20.6,50.3,94.5,0.3,2.5,0.5,0.0,2.2,1.0,93.7,89.7,1.2,2.3,91.4,18.2,4361,18.0,20105,79.3,10.2,100200,15885,2.29,22471,42676,16.4,1078,11911,2.7,2053,3284,0.0,0.0,0.0,0.0,0.0,0.0,712562,0,459804,12298,46419,32,1171.10,31.7
26043,26098,26168,-0.3,26168,4.8,20.0,19.9,50.1,96.9,0.5,0.7,0.6,0.1,1.3,1.4,95.8,88.6,1.4,2.6,93.8,20.0,2815,15.2,13950,81.2,8.8,85500,11432,2.25,24611,44136,12.7,895,12778,3.0,1491,2614,0.0,0.0,0.0,0.0,0.0,0.0,0,0,417302,15399,28601,30,761.40,34.4
26045,108348,107759,0.5,107759,5.5,22.2,15.8,51.2,88.3,7.0,0.5,1.9,0.0,2.3,5.2,83.9,85.2,3.5,6.1,93.4,24.6,8128,22.6,46923,72.6,20.0,138300,43362,2.45,26582,54115,10.8,2048,37401,-2.1,6965,8089,3.4,0.0,1.4,0.0,0.0,30.9,0,914251,1326967,12383,155322,125,575.18,187.3
26047,33140,32694,1.4,32694,5.0,21.2,18.8,50.6,92.7,0.6,3.8,0.6,0.0,2.3,1.5,91.6,86.4,2.2,3.2,93.8,31.8,2872,19.3,21230,77.4,17.9,167700,13545,2.39,29718,50929,10.9,1500,13558,1.8,3391,4688,0.0,0.0,0.0,0.0,0.0,24.4,254402,0,580619,17380,108399,62,467.49,69.9
26049,415376,425790,-2.4,425790,6.0,23.7,15.2,51.8,75.2,20.8,0.6,1.0,0.0,2.5,3.2,72.6,85.1,2.3,3.4,88.7,18.9,29730,25.5,190480,70.3,16.8,91700,165669,2.51,22380,42089,21.0,7813,113662,2.1,28659,33627,13.2,0.7,1.6,0.0,0.9,35.7,12579452,3554890,4836688,11142,528674,122,636.98,668.5
26051,25493,25692,-0.8,25692,4.6,19.4,24.5,49.8,97.7,0.4,0.6,0.3,0.0,1.0,1.3,96.5,89.4,1.6,4.9,83.9,11.8,2636,29.2,17548,84.5,3.9,103300,10895,2.33,20368,37626,21.4,402,3409,-3.7,1619,2319,0.0,0.0,0.0,0.0,0.0,0.0,174082,9008,140155,5336,17568,44,501.78,51.2
26053,15916,16427,-3.1,16427,4.0,16.2,22.4,46.0,90.9,4.4,2.6,0.5,0.0,1.6,1.2,89.9,86.3,1.0,4.0,91.7,18.3,1941,19.2,10719,75.5,11.9,66800,7070,2.07,20330,34252,20.3,410,4286,0.6,840,1661,0.0,0.0,0.0,0.0,0.0,29.6,80116,0,137990,8543,55668,13,1101.85,14.9
26055,89987,86986,3.4,86986,5.4,21.2,16.5,50.7,95.0,1.3,1.2,0.7,0.0,1.7,2.6,92.8,85.9,2.0,3.4,93.3,30.4,7144,20.3,41879,75.4,15.1,168300,34655,2.45,27660,51766,11.7,3307,41029,2.7,8890,10504,0.3,0.0,0.0,0.0,0.0,24.5,1160721,424979,1570064,18415,237714,273,464.33,187.3
26057,41968,42476,-1.2,42476,5.3,20.6,15.9,46.5,92.0,5.8,0.6,0.5,0.0,1.1,5.5,86.9,81.9,1.4,4.1,87.7,14.0,3063,22.3,16157,76.1,12.3,86600,14787,2.45,18836,40359,19.1,736,10836,1.5,2248,3047,0.0,0.0,0.0,0.0,0.0,25.7,357431,0,316388,7464,40125,17,568.46,74.7
26059,46101,46688,-1.3,46688,5.5,22.5,17.2,50.4,97.2,0.6,0.5,0.4,0.0,1.3,2.1,95.3,87.5,0.7,4.9,87.0,15.3,3707,24.1,21570,80.0,8.9,103700,17642,2.55,20379,41759,19.7,784,10810,-3.0,2809,3465,0.0,0.0,0.0,0.0,0.0,25.3,1330797,260599,323333,6964,31369,43,598.13,78.1
26061,36225,36628,-1.1,36628,5.3,20.5,16.0,46.0,94.2,0.9,0.6,2.8,0.0,1.4,1.4,93.1,83.0,4.7,7.0,91.0,28.9,2979,14.7,18560,69.6,16.4,88400,14029,2.43,19783,35430,23.0,893,8713,-0.1,1922,2558,0.0,0.0,0.0,0.0,0.0,24.1,0,0,335452,9599,46469,60,1009.10,36.3
26063,32224,33118,-2.7,33118,4.6,19.6,22.9,50.3,97.8,0.5,0.4,0.5,0.0,0.8,2.1,95.8,90.7,1.7,3.3,86.9,13.7,2670,20.7,21064,81.6,7.5,96100,13907,2.31,22120,40204,15.8,963,10553,5.1,2266,2973,0.0,0.0,0.0,0.0,0.0,0.0,647313,253604,323115,9727,33647,38,835.71,39.6
26065,282234,280891,0.5,280895,5.7,20.4,11.6,51.5,77.9,12.2,0.7,5.6,0.1,3.7,7.6,71.7,75.7,8.5,11.8,91.1,36.5,16206,19.8,121249,59.3,28.8,120500,108823,2.41,24754,45321,21.9,6142,101377,1.1,18515,22700,0.0,0.8,4.4,0.0,2.2,31.3,0,4423721,3156158,11328,446061,361,556.12,505.1
26067,64073,63905,0.3,63905,5.8,23.4,12.7,46.4,92.6,4.9,0.6,0.5,0.0,1.4,4.7,88.4,84.7,1.4,3.7,87.9,14.0,4782,27.6,24505,78.2,12.9,111000,22152,2.67,20206,47892,15.8,863,10728,7.0,3209,3731,0.0,0.0,0.0,0.0,0.0,31.9,1117372,118801,446654,6976,37417,30,571.30,111.9
26069,25429,25887,-1.8,25887,4.4,17.1,27.5,50.4,96.2,0.6,0.8,0.6,0.1,1.7,2.0,94.6,87.2,2.4,2.7,87.4,14.0,3474,21.1,20335,81.3,7.5,90300,11172,2.26,22047,36236,19.0,606,5840,1.6,1557,2631,0.0,0.0,0.0,0.0,0.0,30.3,190442,0,270567,10272,27267,31,549.10,47.1
26071,11516,11817,-2.5,11817,4.2,16.7,27.9,50.8,96.8,0.3,1.2,0.3,0.0,1.4,1.7,95.3,92.7,1.8,3.6,89.2,18.4,1476,19.5,9206,84.5,6.8,75100,5289,2.13,21499,34685,14.2,361,2427,-5.5,781,993,0.0,0.0,0.0,0.0,0.0,0.0,0,18647,101386,8496,11646,34,1166.15,10.1
26073,70436,70311,0.2,70311,4.8,17.4,10.6,51.4,89.1,2.6,3.7,1.8,0.0,2.6,3.7,86.5,68.2,3.0,5.5,90.1,25.3,3584,17.7,28208,58.7,29.6,119800,24817,2.58,19061,36372,31.5,1379,22492,12.9,3604,4533,0.0,0.0,2.0,0.0,0.0,30.8,528739,0,705401,10577,117754,56,572.68,122.8
26075,160369,160248,0.1,160248,5.6,22.4,15.5,48.8,88.0,8.3,0.4,0.8,0.0,2.5,3.2,85.3,82.7,1.7,3.5,89.1,18.8,12517,23.3,68852,73.1,15.8,112800,60100,2.52,22613,46615,17.0,2963,48462,5.2,8996,11902,2.8,0.0,0.0,0.0,1.1,29.2,2782988,0,1690871,10393,185386,78,701.67,228.4
26077,256725,250331,2.6,250331,5.9,22.2,13.2,50.9,82.4,11.2,0.5,2.6,0.1,3.2,4.5,78.9,78.8,4.8,7.0,92.6,34.0,15405,20.0,109847,64.7,27.9,136700,100072,2.44,25757,45775,19.1,5532,102555,-1.4,15912,21093,6.0,0.0,2.1,0.0,0.7,31.7,7145875,1207153,2808829,11481,414648,401,561.66,445.7
26079,17196,17153,0.3,17153,5.4,21.6,18.6,49.5,96.5,0.5,0.9,0.3,0.1,1.7,1.7,95.0,87.6,1.0,1.7,85.9,12.1,1610,27.5,12056,81.2,3.1,98800,7035,2.40,20258,40140,16.3,334,3276,6.3,1191,1414,0.0,0.0,0.0,0.0,0.0,41.6,0,83354,144117,8400,13744,15,559.87,30.6
26081,621700,602622,3.2,602622,7.0,25.4,11.9,50.9,83.6,10.3,0.7,2.6,0.1,2.7,10.0,75.3,84.0,7.4,11.3,89.4,31.7,34393,21.1,247278,70.1,24.4,137500,229373,2.61,25889,51667,15.5,15548,321016,6.0,43541,52369,6.0,0.6,2.7,0.0,2.0,29.5,15738279,13020792,8058005,13377,925177,1127,846.95,711.5
26083,2191,2156,1.6,2156,4.4,17.7,29.8,48.7,98.5,0.2,0.2,0.0,0.0,1.1,1.0,97.8,90.5,1.1,2.2,92.8,23.9,351,20.5,2469,85.9,4.0,101700,1014,2.08,24802,39038,15.8,65,165,-2.9,152,156,0.0,0.0,0.0,0.0,0.0,0.0,0,0,3262,1465,4385,11,540.11,4.0
26085,11386,11539,-1.3,11539,3.6,17.2,25.9,49.3,87.0,9.2,0.9,0.2,0.0,2.7,2.5,85.2,88.1,0.9,2.1,80.3,8.4,1272,25.2,14824,81.3,2.2,79700,4096,2.72,16202,29379,27.9,162,1120,6.7,601,805,0.0,0.0,0.0,0.0,0.0,15.9,0,0,53307,4801,7788,45,567.37,20.3
26087,88389,88316,0.1,88319,4.9,22.5,15.3,49.4,96.5,1.2,0.5,0.4,0.0,1.3,4.4,92.4,88.9,2.7,4.1,90.2,17.0,6550,32.8,36069,83.1,7.7,137600,32684,2.65,23907,52939,11.0,1568,17010,5.7,6187,7591,0.0,0.0,0.0,0.0,1.2,0.0,1142583,170050,799900,8707,72559,29,643.01,137.4
26089,21747,21708,0.2,21708,3.9,17.4,27.2,50.5,93.6,0.4,3.6,0.5,0.0,1.7,3.9,90.8,90.9,3.1,5.3,94.2,39.2,2225,22.2,15030,85.1,9.1,235600,9103,2.34,31462,55018,11.2,734,3980,4.1,2781,3437,0.0,0.0,0.0,0.0,0.0,27.1,0,17144,128208,5857,40646,70,347.17,62.5
26091,99188,99892,-0.7,99892,5.6,22.1,16.2,49.4,94.2,2.8,0.6,0.6,0.0,1.9,7.7,87.3,84.3,2.0,4.8,89.1,19.3,7598,26.6,43293,77.8,12.5,116900,37754,2.50,22395,47766,14.1,1833,22852,1.6,5845,7725,0.0,0.0,0.0,0.0,0.0,27.3,2230840,451920,944698,9336,94196,131,749.56,133.3
26093,184443,180967,1.9,180967,5.1,23.7,14.1,50.0,96.8,0.6,0.4,0.9,0.0,1.3,2.2,94.9,89.7,3.0,3.8,94.4,32.9,12150,31.4,73485,85.1,9.1,183100,67691,2.68,32129,72359,6.2,4093,47023,1.3,14154,17856,0.3,0.4,1.5,0.0,0.0,29.1,2715794,1293290,2059768,11260,180995,363,565.25,320.2
26095,6502,6631,-1.9,6631,4.5,17.2,19.6,41.8,80.3,11.1,5.1,0.3,0.0,3.2,1.4,79.3,85.4,2.0,3.7,85.8,12.7,597,14.2,4331,75.1,5.7,79400,2427,2.25,18768,39469,18.6,168,1392,11.2,342,444,0.0,9.0,0.0,0.0,0.0,11.0,0,0,74036,11044,7374,18,899.08,7.4
26097,11061,11113,-0.5,11113,3.7,17.0,24.9,48.8,75.6,1.2,17.5,0.4,0.0,5.3,1.4,74.6,87.6,2.0,4.4,88.3,18.5,1265,19.6,10970,76.8,10.0,119300,5000,2.17,22622,38704,15.3,452,1978,-12.1,906,1202,0.0,0.0,0.0,0.0,0.0,21.0,0,0,155835,14289,56481,22,1021.57,10.9
26099,854769,840987,1.6,840978,5.4,22.1,15.3,51.4,83.6,10.5,0.3,3.4,0.0,2.1,2.4,81.6,88.1,10.3,13.6,88.2,22.5,55720,26.8,359614,75.5,17.7,123100,332818,2.52,26748,53451,12.5,18053,272038,3.4,58712,66632,4.7,0.5,3.3,0.0,1.2,27.0,23588483,5611118,10007613,12074,1120853,1297,479.22,1754.9
26101,24450,24733,-1.1,24733,3.6,17.9,22.5,48.2,92.1,3.3,2.2,0.4,0.1,1.9,2.8,89.6,85.9,1.4,4.1,88.8,19.1,2825,19.5,15577,79.1,8.3,109900,10571,2.20,22702,41551,16.9,569,5338,2.0,1677,2239,0.0,1.3,0.0,0.0,0.0,27.5,391221,0,225381,9096,26791,2,542.15,45.6
26103,67700,67077,0.9,67077,4.9,18.1,16.1,49.6,93.8,1.8,1.8,0.6,0.0,2.0,1.4,92.6,84.0,1.3,3.6,93.5,29.1,6516,18.0,34369,70.2,19.8,126600,26436,2.38,23789,45622,15.7,1661,21200,0.0,3370,5273,0.0,0.0,0.0,0.0,0.0,0.0,310442,162446,729823,11200,100271,180,1808.40,37.1
26105,28605,28705,-0.3,28705,5.2,20.5,20.7,50.5,95.8,0.8,1.1,0.5,0.0,1.7,4.2,92.1,84.7,1.8,4.4,89.5,19.8,2607,17.9,17208,74.1,13.1,117000,12470,2.26,23183,41136,16.2,744,8761,2.7,1983,3011,0.0,0.0,0.0,0.0,0.0,25.7,518341,148639,330426,11540,39650,46,495.07,58.0
26107,43108,42798,0.7,42798,4.7,19.1,16.6,49.9,93.3,3.0,0.7,0.9,0.0,2.2,2.0,91.6,80.3,2.1,4.1,89.8,21.6,3475,22.5,20943,72.9,11.1,112200,15536,2.55,19336,39470,22.9,739,9944,10.9,2269,3150,0.0,0.0,0.0,0.0,0.0,0.0,668177,0,474988,11352,44055,45,555.07,77.1
26109,23791,24029,-1.0,24029,4.5,19.7,20.9,49.5,94.9,0.5,2.9,0.4,0.0,1.3,1.5,93.7,89.3,1.0,2.7,90.2,14.4,2598,20.2,14111,80.8,9.1,95300,10787,2.18,22331,41739,13.6,466,5074,-3.9,1331,1946,0.0,0.0,0.0,0.0,0.0,0.0,418452,0,166886,6914,17217,23,1044.08,23.0
26111,83919,83629,0.3,83629,5.4,22.4,15.8,50.9,94.4,1.3,0.5,2.3,0.1,1.4,2.4,92.2,85.4,3.8,4.9,92.2,32.3,5991,19.9,36029,75.4,14.7,128600,33717,2.45,29536,53076,13.4,1745,36762,0.3,4830,6488,0.0,0.0,2.3,0.0,0.0,30.5,2821268,0,869266,10524,108035,196,516.25,162.0
26113,15051,14849,1.4,14849,5.9,23.3,18.7,49.2,97.0,0.4,0.7,0.4,0.0,1.5,2.4,94.9,89.1,1.6,3.3,86.0,13.0,1237,23.1,9027,80.8,3.0,99400,5891,2.50,20305,41061,15.1,280,1893,1.4,1105,1603,0.0,0.0,0.0,0.0,0.0,17.5,0,0,91893,6143,9446,16,564.73,26.3
26115,150376,152021,-1.1,152021,5.5,22.8,15.2,50.7,95.0,2.3,0.4,0.6,0.0,1.6,3.3,92.1,89.4,2.0,3.7,89.3,18.0,11417,24.7,63167,79.2,13.1,139100,58702,2.55,25939,53972,12.3,2326,34509,-0.8,8306,10419,1.7,0.7,1.3,0.0,0.7,28.9,3502955,0,1465317,9555,171549,136,549.39,276.7
26117,63105,63342,-0.4,63342,5.7,23.1,15.6,48.2,95.0,2.5,0.6,0.5,0.0,1.5,3.2,92.1,88.0,1.3,3.4,87.4,13.4,4911,30.2,27972,79.2,7.3,95000,23400,2.59,18969,40451,18.6,1020,11779,-1.6,3585,4483,0.0,0.0,0.0,0.0,0.0,27.8,388978,124840,563109,8962,45828,51,705.40,89.8
26119,9350,9765,-4.2,9765,3.4,15.2,29.2,49.2,97.5,0.3,0.5,0.2,0.0,1.4,1.2,96.4,89.5,1.0,2.4,84.9,9.9,1323,26.1,9523,85.8,1.7,93700,4128,2.29,19661,35261,18.1,198,1454,-7.6,621,854,0.0,0.0,0.0,0.0,0.0,30.1,0,0,70129,6862,7882,12,546.66,17.9
26121,171008,172188,-0.7,172188,6.3,24.1,14.8,50.6,81.4,14.2,1.0,0.7,0.0,2.7,5.2,77.1,83.4,1.9,4.2,88.0,17.2,13255,21.0,73066,74.4,14.3,100900,65008,2.54,20621,40979,19.9,3193,50553,2.7,9486,11233,5.0,0.0,0.7,0.0,1.2,27.3,3675844,0,1656745,9507,220979,138,499.25,344.9
26123,48001,48460,-0.9,48460,5.8,23.5,17.3,49.7,96.0,1.2,0.9,0.4,0.0,1.4,5.8,90.7,89.0,2.3,5.2,85.9,12.9,4144,28.7,24796,84.1,4.8,104100,18156,2.61,20623,42571,18.6,782,9127,2.7,2760,4235,0.0,0.0,0.0,0.0,0.0,30.1,560828,71682,355262,7213,32121,43,813.20,59.6
